country,iso3,year,polyarchy,liberal_democracy,participatory_democracy,deliberative_democracy,egalitarian_democracy,regime_type,physinteg,mil_constrain,mil_exec,exec_confidence,judicial_constraints,legislative_constraints,rule_of_law_vdem,public_sector_corruption,executive_corruption,corruption_index,clientelism,civil_society_participation,party_institutionalization,state_authority,coup_total_events,coup_event,coup_attempts,executive_direct_election,election_repression,voter_turnout,democracy_breakdown,democracy_transition,polity2,cs_repress,political_violence,mil_exp_pct_gdp,mil_exp_usd,mil_personnel,wgi_rule_of_law,wgi_govt_effectiveness,wgi_control_corruption,wgi_political_stability,gdp_const_2015_usd,gdp_per_capita_const_usd,population,inflation_consumer_prices_pct,real_interest_rate,official_exchange_rate,fdi_net_inflows_pct_gdp,debt_service_pct_exports,current_account_pct_gdp,reserves_months_imports,resource_rents_pct_gdp,trade_openness_pct_gdp,oda_received_pct_gni,m3_conscription,m3_mil_veto,m3_mil_impunity,m3_mil_crime_police,m3_mil_eco,m3_hwi,state_capacity_composite,state_capacity_coverage,time_since_last_coup,time_since_last_coup_attempt,coup_count_5y,coup_attempt_count_5y,coup_count_10y,coup_attempt_count_10y,polyarchy_delta_1y,polyarchy_delta_3y,mil_exec_delta_1y,cs_repress_delta_1y,state_capacity_delta_3y,inflation_delta_1y,trade_openness_delta_3y,oda_received_delta_3y,voter_turnout_delta_1y,regime_shift_flag,repression_shift_flag,macro_stress_shift_flag
Argentina,ARG,1960,0.49,0.356,0.312,0.428,0.37,1.0,0.675,0.996,0.3,0.667,0.64,0.636,0.672,0.281,0.262,0.242,0.354,0.788,0.692,-1.246,0,0,2,1.0,,,1,0,5,1.204,1.94,1.55,0,,,,,,150797810295.884,7397.10965495682,20386045,,,,,,,,,15.2080960873797,0.270642460038711,0,0,0,0,0,2.9,52.77,8,,,0,0,0,0,,,,,,,,,,1,0,0
Argentina,ARG,1961,0.492,0.362,0.313,0.429,0.371,1.0,0.675,0.996,0.3,0.667,0.695,0.636,0.691,0.281,0.262,0.242,0.355,0.788,0.692,-1.246,0,0,1,1.0,,,1,0,5,1.204,2.373,2.14,0,,,,,,158982878499.524,7670.59545571641,20726276,,,,,,,,,11.9898923109727,0.26528659075329,0,0,0,0,0,2.9,53.7,8,,1,0,2,0,2,0.002,,0.0,0.0,,,,,,1,0,0
Argentina,ARG,1962,0.274,0.206,0.211,0.283,0.255,1.0,0.647,0.996,0.8,0.667,0.74,0.636,0.667,0.24,0.298,0.241,0.354,0.712,0.692,-1.246,1,1,3,0.0,,,2,-1,5,1.204,2.373,2.66,305162407.203668,,,,,,157628310158.567,7480.27172420174,21072538,,,,,,,,,14.0755256495637,0.293212630488116,0,0,0,0,0,2.9,52.95,8,,1,0,3,0,3,-0.218,,0.5,0.0,,,,,,1,0,0
Argentina,ARG,1963,0.308,0.226,0.226,0.325,0.271,1.0,0.645,0.996,0.3,0.667,0.788,0.678,0.79,0.139,0.068,0.141,0.353,0.761,0.692,-1.246,0,0,1,1.0,,,2,1,6,0.284,2.373,1.68,242219771.188823,,,,,,149261089202.812,6967.75019555221,21421705,,,1.3871666666625e-11,,,,,,15.7809062353749,0.148680033519912,0,0,0,0,0,2.9,52.09,8,1,1,1,6,1,6,0.034,-0.182,-0.5,-0.92,-0.68,,0.573,-0.122,,1,0,0
Argentina,ARG,1964,0.525,0.423,0.331,0.453,0.397,2.0,0.742,0.996,0.3,0.667,0.818,0.736,0.849,0.139,0.068,0.124,0.352,0.816,0.692,-1.246,0,0,0,1.0,,,2,0,6,1.205,2.373,1.15,245740498.034076,,,,,,164381681831.918,7551.02490778789,21769453,,,1.40391666666167e-11,,,,,,11.1274296795488,-0.0201386779034425,0,0,0,0,0,2.9,54.61,8,2,1,1,7,1,7,0.217,0.033,0.0,0.921,0.91,,-0.862,-0.285,,1,1,0
Argentina,ARG,1965,0.526,0.427,0.332,0.454,0.397,2.0,0.742,0.996,0.3,0.667,0.818,0.763,0.849,0.139,0.068,0.124,0.339,0.736,0.692,-1.246,0,0,0,1.0,,,2,0,6,-0.014,2.373,1.07,252407602.894431,,,,,,181755894112.433,8219.55155637229,22112629,,,1.69566666666417e-11,,,,,,10.3764574099485,-0.196538763267846,0,0,0,0,0,2.9,53.95,8,3,2,1,7,1,7,0.001,0.252,0.0,-1.219,1.0,,-3.699,-0.49,,1,0,0
Argentina,ARG,1966,0.228,0.202,0.197,0.257,0.198,1.0,0.54,0.996,0.9,0.333,0.588,0.763,0.667,0.139,0.288,0.193,0.377,0.356,0.635,-1.246,1,1,1,0.0,,,3,-1,-9,-0.996,2.373,1.168,279225436.289744,,,,,,180556802912.311,8041.22487411475,22453893,,,2.09149999999667e-11,,,,,,11.6426054171411,-0.0311449194739381,0,0,0,0,0,2.9,46.09,8,4,3,1,5,1,7,-0.298,-0.08,0.6,-0.982,-6.0,,-4.138,-0.18,,1,0,0
Argentina,ARG,1967,0.103,0.089,0.153,0.116,0.13,0.0,0.246,0.996,0.9,0.333,0.478,,0.303,0.423,0.644,0.425,0.452,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373,1.4,251930719.052261,,,,,,186320169964.576,8172.27456469042,22799059,,,3.33424999999917e-11,,,,,,12.4926603729179,0.0368875693850709,0,0,0,0,0,2.9,39.68,6,1,1,2,5,2,8,-0.125,-0.422,0.0,-0.225,-14.93,,1.365,0.057,,1,0,0
Argentina,ARG,1968,0.106,0.084,0.154,0.116,0.13,0.0,0.114,0.996,0.9,0.333,0.478,,0.303,0.423,0.644,0.425,0.452,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373,1.68571428571429,337142857.142857,,,,,,195305461613.156,8436.30856351031,23150583,,,3.5e-11,,,,,,11.8881648852942,0.0104436350372748,0,0,0,0,0,2.9,39.68,6,2,2,1,2,2,8,0.003,-0.42,0.0,0.0,-14.27,,1.512,0.207,,1,0,0
Argentina,ARG,1969,0.108,0.081,0.154,0.116,0.131,0.0,0.067,0.996,0.9,0.333,0.478,,0.303,0.423,0.644,0.425,0.452,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373,1.9375,442857142.857143,,,,,,214210104570.482,9111.9459748551,23508711,,,3.5e-11,,,,,,12.7974266330598,0.0566428539487241,0,0,0,0,0,2.9,39.68,6,3,3,1,1,2,8,0.002,-0.12,0.0,0.0,-6.41,,1.155,0.088,,1,0,0
Argentina,ARG,1970,0.109,0.092,0.155,0.117,0.14,0.0,0.098,0.996,0.9,0.333,0.53,,0.361,0.423,0.604,0.413,0.481,0.282,,-1.246,1,1,1,0.0,,,3,0,-9,-1.221,2.373,1.87777777777778,445713893.877895,,,,,,220734180309.322,9244.12251785153,23878327,,,3.79166666566667e-11,0.28422429708083,,,,0.301180697327039,10.3374440809233,-0.00802728823100866,0,0,0,0,0,2.9,40.85,6,4,4,1,1,2,8,0.001,0.006,0.0,0.0,1.17,,-2.155,-0.045,,1,0,0
Argentina,ARG,1971,0.121,0.094,0.157,0.119,0.142,0.0,0.098,0.996,0.9,0.333,0.53,,0.361,0.423,0.604,0.413,0.481,0.282,,-1.246,1,1,2,0.0,,,3,0,-9,-1.221,2.373,1.80769230769231,519719484.172883,,,,,,233223609573.669,9614.61061692134,24257208,,,4.52166666566667e-11,0.377464477473511,,,,0.43636922778285,12.6151889155439,0.0148061817021878,0,0,0,0,0,2.9,40.85,6,1,1,2,2,3,7,0.012,0.015,0.0,0.0,1.17,,0.727,0.004,,1,0,0
Argentina,ARG,1972,0.13,0.095,0.16,0.121,0.144,0.0,0.098,0.996,0.9,0.333,0.53,,0.361,0.423,0.604,0.413,0.481,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373,1.82380952380952,766000000,,,,,,237021461356.448,9617.68814943737,24644328,,,4.999999999e-11,0.206489502181284,,,,0.502356036574644,14.0356431972715,0.00552639650730118,0,0,0,0,0,2.9,40.85,6,1,1,2,3,4,8,0.009,0.022,0.0,0.0,1.17,,1.238,-0.051,,1,0,0
Argentina,ARG,1973,0.456,0.278,0.303,0.315,0.296,1.0,0.128,0.996,0.3,0.667,0.595,0.512,0.386,0.532,0.706,0.414,0.255,0.58,0.748,-0.036,0,0,0,1.0,,,3,1,6,0.399,2.373,1.84857142857143,1294000000,,,,,,243685921868.226,9729.53258885903,25046005,,,4.999999999e-11,0.190792478260042,,,,0.576658816124267,13.3221685115576,0.0257197065136732,0,0,0,0,0,2.9,56.9,8,2,2,2,3,3,5,0.326,0.347,-0.6,1.62,16.05,,2.985,0.034,,1,1,0
Argentina,ARG,1974,0.565,0.326,0.361,0.368,0.393,2.0,0.088,0.996,0.2,0.667,0.549,0.529,0.356,0.532,0.749,0.424,0.252,0.685,0.748,-0.036,0,0,0,1.0,,,3,0,6,0.149,2.373,1.65918367346939,1626000000,,,,,,257171024124.452,10100.4469136163,25461351,,,4.999999999e-11,0.0247388145324033,,,,1.8513473465424,13.1915798576321,0.0219455475010597,0,0,0,0,0,2.9,58.01,8,3,3,2,3,3,4,0.109,0.444,-0.1,-0.25,17.16,,0.576,0.007,,1,0,0
Argentina,ARG,1975,0.513,0.295,0.333,0.32,0.349,2.0,0.036,0.996,0.3,0.667,0.549,0.529,0.356,0.532,0.749,0.424,0.252,0.577,0.748,-0.036,0,0,2,1.0,,,3,0,6,-1.35,2.373,2.04195804195804,798359535.20164,,,,,,257097956426.363,9936.49583447894,25874107,,,3.65749999995e-10,0.106009598269524,,,,2.41761839929652,11.8027242947756,0.0225784136573744,0,0,0,0,0,2.9,56.66,8,4,4,2,3,3,4,-0.052,0.383,0.1,-1.499,15.81,,-2.233,0.017,,1,0,0
Argentina,ARG,1976,0.134,0.068,0.127,0.067,0.136,1.0,0.024,0.996,0.9,0.667,0.348,0.529,0.14,0.532,0.814,0.437,0.31,0.117,0.73,-1.109,1,1,1,0.0,,,4,-1,-9,-2.732,2.537,3.78129117259552,2050248958.80214,,,,,,251909073021.038,9584.74851751038,26282283,,,1.39983333333167e-09,0.478175476632771,34.9000521296099,1.27224225636723,5.86490751389142,2.67110832885348,15.0968846242519,0.0275275947554773,0,0,0,0,0,2.9,43.6,8,5,1,1,4,3,6,-0.379,-0.322,0.6,-1.382,-13.3,,1.775,0.002,,1,0,0
Argentina,ARG,1977,0.071,0.049,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.39,,0.136,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,2.537,4.00860009555662,2058223941.63377,,,,,,269376820356.431,10088.3374871635,26701805,,,4.07633333332834e-09,0.25360595928857,27.7785756871475,1.98305770943701,8.17425274944621,2.15976492115428,16.942286567935,0.0290916421464972,0,0,0,0,0,2.9,36.39,6,1,1,1,3,3,6,-0.063,-0.494,0.0,0.0,-21.62,,3.751,0.007,,1,0,0
Argentina,ARG,1978,0.071,0.049,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.39,,0.136,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,2.537,4.71914405808177,3103989946.59127,,,,,,257238364643.474,9480.94009490414,27132158,,,7.95749999999583e-09,0.280742880870953,42.5362952246044,2.08423514758595,11.7724653606772,2.41643044783543,14.3237963724369,0.018940482586034,0,0,0,0,0,2.9,36.39,6,2,2,1,3,3,6,0.0,-0.442,0.0,0.0,-20.27,,2.521,-0.004,,1,0,0
Argentina,ARG,1979,0.071,0.049,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.39,,0.136,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,2.537,4.67335625570135,5057062803.25292,,,,,,283535234199.299,10284.6064087552,27568895,,,1.31696666666408e-08,0.297462920191234,23.0106973598225,-0.740769310961666,13.305175388282,5.42727046114618,12.8406846411368,0.041194201075371,0,0,0,0,0,2.9,36.39,6,3,3,1,3,3,6,0.0,-0.063,0.0,0.0,-7.21,,-2.256,0.014,,1,0,0
Argentina,ARG,1980,0.071,0.05,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.396,,0.141,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,1.296,3.09895833333333,6477389013.47732,,,,,,287841521828.634,10275.7987023886,28011596,,,1.83715833333225e-08,0.88095511006333,38.0376645349045,-6.20306739740758,6.97300285566862,6.3109329235752,11.5456724606844,0.0572577820878932,0,0,0,0,0,2.9,36.57,6,4,4,1,3,3,6,0.0,0.0,0.0,0.0,0.18,,-5.397,0.028,,1,0,0
Argentina,ARG,1981,0.071,0.05,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.396,,0.141,0.532,0.814,0.515,0.31,0.033,,-1.109,1,0,0,0.0,,,4,0,-8,-2.732,0.948,3.46534653465347,5882767126.46132,,,,,,272903153784.458,9587.67379423426,28463959,,,4.40269166666725e-08,1.0638454401874,45.8449715332486,-5.98905581142535,3.64199583595582,5.15070531952354,14.2929774788834,0.0479294530261233,0,0,0,0,0,2.9,36.57,6,5,5,1,1,2,5,0.0,0.0,0.0,0.0,0.18,,-0.031,0.029,,1,0,0
Argentina,ARG,1982,0.074,0.051,0.112,0.051,0.117,0.0,0.024,0.996,0.9,0.333,0.396,,0.141,0.532,0.814,0.515,0.31,0.099,,-1.109,0,0,0,0.0,,,4,0,-8,-1.962,0.948,2.70455793520044,2279872697.46359,,,,,,270895516738.16,9365.68465387847,28924262,,,2.59225333333263e-07,0.269252481027723,50.1737940369041,-2.7909739553226,4.45128704609294,2.91715510466177,15.6114860999886,0.0372142538216609,0,0,0,0,0,2.9,37.67,6,6,6,0,0,1,3,0.003,0.003,0.0,0.77,1.28,,2.771,-0.004,,1,1,0
Argentina,ARG,1983,0.268,0.21,0.172,0.248,0.195,1.0,0.257,0.996,0.3,0.333,0.608,0.631,0.515,0.217,0.187,0.248,0.197,0.262,0.769,-1.109,0,0,0,1.0,,,4,1,8,-1.912,0.922,2.73881278538813,2848053181.38652,,,,,,282677015450.457,9617.7000569575,29391332,,,1.05299574995841e-06,0.177920358938206,69.8969149006555,-2.3427783479647,2.79005301083697,3.27353016254466,14.9876701068591,0.0350965994560102,0,0,0,0,0,2.9,43.34,8,7,7,0,0,1,3,0.194,0.197,-0.6,0.05,6.77,,3.442,-0.022,,1,0,0
Argentina,ARG,1984,0.832,0.677,0.587,0.775,0.689,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.201,0.939,0.837,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248,2.16203914428767,2527749814.85341,,,,,,287117132733.287,9614.44726215357,29863093,,,6.7649116666e-06,0.229226258869266,63.6145739792108,-2.13402804432395,2.5057280013177,4.11858427984105,12.3463814292217,0.0295323559564093,0,0,0,0,0,2.9,58.69,8,8,8,0,0,1,3,0.564,0.761,-0.2,4.376,22.12,,-1.947,-0.018,,1,1,0
Argentina,ARG,1985,0.832,0.677,0.565,0.77,0.688,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.206,0.939,0.837,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248,2.29971724787936,2027221261.23072,108000,,,,,272218554792.861,8973.31874865813,30336441,,,6.01809e-05,1.04253057681433,60.3268647090716,-1.0799663864279,5.00236929350235,3.36451641029919,18.009425070688,0.0468467274631155,0,0,0,0,0,2.9,58.69,8,9,9,0,0,1,3,0.0,0.758,0.0,0.0,21.02,,2.398,0.01,,1,0,0
Argentina,ARG,1986,0.831,0.675,0.563,0.775,0.687,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.234,0.939,0.837,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248,2.31367874921125,2449545720.61181,,,,,,288969188904.054,9378.46866394349,30811980,,,9.43031666666667e-05,0.542162214587862,83.1337160886777,-2.7004212047155,4.54015282857631,1.24913613407026,14.4860327921395,0.0728764724185365,0,0,0,0,0,2.9,58.69,8,10,10,0,0,1,1,-0.001,0.563,0.0,0.0,15.35,,-0.502,0.038,,1,0,0
Argentina,ARG,1987,0.831,0.675,0.566,0.773,0.687,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.284,0.939,0.756,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248,2.2843868799904,2485659655.83174,,,,,,296785426416.393,9484.45876638052,31291762,,,0.000214429833333333,-0.0174614882944816,74.53339165596,-3.89207383826997,3.54687181192116,1.8064671567475,15.448969882952,0.0803726342628059,0,0,0,0,0,2.9,57.68,8,11,11,0,0,0,0,0.0,-0.001,0.0,0.0,-1.01,,3.103,0.051,,1,0,0
Argentina,ARG,1988,0.83,0.675,0.566,0.772,0.688,2.0,0.945,0.996,0.1,0.667,0.769,0.698,0.831,0.217,0.126,0.327,0.283,0.939,0.756,-1.109,0,0,1,1.0,,,4,0,8,2.464,-1.248,2.12493922313663,2696341658.47862,,,,,,293550663101.649,9236.80771302535,31780532,,,0.000875260416666667,0.903930865567581,44.5025369832747,-1.2388660162792,4.78578483133555,1.48517881481193,15.743458608705,0.117393486234727,0,0,0,0,0,2.9,57.68,8,12,12,0,0,0,0,-0.001,-0.002,0.0,0.0,-1.01,,-2.266,0.071,,1,0,0
Argentina,ARG,1989,0.828,0.672,0.564,0.73,0.684,2.0,0.89,0.996,0.1,0.667,0.769,0.717,0.672,0.527,0.575,0.513,0.275,0.939,0.756,-1.109,0,0,0,1.0,,,4,0,7,2.464,-0.09,1.88036559239223,1440922190.20173,95000,,,,,272541389928.67,8445.4100923428,32270948,,,0.0423339608333333,1.34151590594557,36.4296624323202,-1.70299441367605,2.89049068459799,3.54375457141287,19.6377977018838,0.287140993982783,0,0,0,0,0,2.9,65.41,8,13,1,0,1,0,1,-0.002,-0.003,0.0,0.0,6.72,,5.152,0.214,,1,0,0
Argentina,ARG,1990,0.827,0.622,0.568,0.739,0.65,2.0,0.89,0.996,0.1,0.667,0.591,0.676,0.471,0.58,0.808,0.629,0.512,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.45090921225786,2050907629.17129,85000,,,,,265817211205.311,8115.09386370753,32755901,,,0.487589083333333,1.29887904052817,37.1369717401225,3.22031448392387,5.69957895846503,2.54133379153863,14.9908589999441,0.126991952473649,0,0,0,0,0,2.9,62.81,8,14,2,0,1,0,1,-0.001,-0.004,0.0,0.0,5.13,,-0.458,0.047,,1,0,0
Argentina,ARG,1991,0.829,0.632,0.569,0.766,0.655,2.0,0.9,0.996,0.0,0.667,0.59,0.702,0.495,0.58,0.808,0.629,0.525,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.50692655529635,2858778842.10019,70000,,,,,290094591011.844,8729.82318518892,33230294,,,0.953554416666667,1.28557885422783,33.7793151921646,-0.341028912950146,5.09620553340786,1.11216953670952,13.7530541588891,0.151079065846824,0,0,0,0,0,2.9,63.43,8,15,3,0,1,0,1,0.002,-0.001,-0.1,0.0,5.75,,-1.99,0.034,,1,0,0
Argentina,ARG,1992,0.831,0.635,0.568,0.769,0.656,2.0,0.9,0.996,0.0,0.333,0.59,0.702,0.515,0.58,0.808,0.629,0.544,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.42122223348777,3254455191.68378,65000,,,,,313120244489.89,9293.18692251748,33693527,,,0.990641666666667,1.9367945155154,27.6728453974767,-2.42494134682425,5.70506107278321,1.09688763068098,14.730980586353,0.118799550550618,0,0,0,0,0,2.9,63.68,8,16,4,0,1,0,1,0.002,0.003,0.0,0.0,-1.73,,-4.907,-0.168,,1,0,0
Argentina,ARG,1993,0.83,0.635,0.563,0.769,0.656,2.0,0.9,0.996,0.0,0.333,0.59,0.702,0.538,0.485,0.808,0.608,0.54,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.42280290057293,3368550452.17659,65000,,,,,338817957426.035,9920.67358582437,34152717,,,0.998945833333333,1.17980281165114,31.111797850622,-3.46617829462144,6.74386056512177,1.09534038350252,16.223151447784,0.10522210268115,0,0,0,0,0,2.9,62.78,8,17,5,0,1,0,1,-0.001,0.003,0.0,0.0,-0.03,,1.232,-0.022,,1,0,0
Argentina,ARG,1994,0.835,0.641,0.579,0.775,0.66,2.0,0.9,0.996,0.0,0.333,0.59,0.702,0.538,0.485,0.808,0.608,0.461,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.45703853325047,3754724686.88939,69000,,,,,358592053441.545,10359.8927204871,34613491,,,0.999008333333333,1.411953029158,25.2915464677409,-4.26485898465452,5.59678188654752,1.03761625538356,18.1343458669981,0.0634184317656255,0,0,0,0,0,2.9,62.78,8,18,6,0,0,0,1,0.005,0.006,0.0,0.0,-0.65,,4.381,-0.088,,1,0,0
Argentina,ARG,1995,0.833,0.646,0.576,0.773,0.658,2.0,0.9,0.996,0.0,0.333,0.594,0.738,0.549,0.485,0.808,0.608,0.497,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.47307310721151,3801950487.62191,98500,,,,,348389357874.283,9934.10776139515,35070020,,,0.99975,2.17392758974997,30.3130677188758,-1.98346027350929,5.47248285450445,1.29807343639538,19.7714230903755,0.0584852786713887,0,0,0,0,0,2.9,63.41,8,19,7,0,0,0,1,-0.002,0.002,0.0,0.0,-0.27,,5.04,-0.06,,1,0,0
Argentina,ARG,1996,0.827,0.637,0.572,0.768,0.662,2.0,0.9,0.996,0.0,0.333,0.594,0.715,0.549,0.485,0.808,0.608,0.532,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.24122726437626,3379138769.76541,103700,0.0755526423454285,0.165690049529076,-0.101317152380943,0.111376881599426,367643757074.802,10352.1400002191,35513793,,,0.9996625,2.55320340608332,39.4412588849976,-2.4875930110115,5.89789511152118,1.59598410207505,21.5064684057215,0.0459182667317131,0,0,0,0,0,2.9,59.73,11,20,8,0,0,0,1,-0.006,-0.003,0.0,0.0,-3.05,,5.283,-0.059,,1,0,0
Argentina,ARG,1997,0.828,0.638,0.573,0.769,0.661,2.0,0.9,0.996,0.0,0.333,0.594,0.715,0.549,0.485,0.808,0.608,0.529,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.14013911131295,3340670335.16758,104240,,,,,397463514160.866,11056.6881331002,35947791,,,0.9995,3.12787793868196,44.1745242902654,-4.14468006629108,5.47566058156948,1.42473252510187,23.3361788437439,0.0346273643589562,0,0,0,0,0,2.9,63.03,8,21,9,0,0,0,1,0.001,-0.007,0.0,0.0,0.25,,5.202,-0.029,,1,0,0
Argentina,ARG,1998,0.83,0.639,0.575,0.772,0.662,2.0,0.9,0.996,0.0,0.333,0.594,0.715,0.55,0.485,0.808,0.608,0.52,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142,1.13631802186333,3398699349.67484,104240,-0.0388815775513649,0.328712493181229,-0.20348159968853,-0.134649589657784,412766570325.764,11348.2022124673,36372860,,,0.9995,2.43876896154487,51.8036326705337,-4.84431604541957,5.69914835773996,0.821860211536179,23.3500279730689,0.0253686417526171,0,0,0,0,0,2.9,59.64,11,22,10,0,0,0,1,0.002,-0.003,0.0,0.0,-3.77,,3.579,-0.033,,1,0,0
Argentina,ARG,1999,0.83,0.646,0.575,0.769,0.661,2.0,0.947,0.996,0.0,0.333,0.613,0.715,0.569,0.455,0.808,0.6,0.522,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142,1.22035954754993,3461730865.43272,101740,,,,,398792535409.293,10838.3199346387,36794682,,,0.9995,8.46058217133802,74.2848592212609,-4.21229506178183,6.80464213303424,1.4005641030747,21.3827449624898,0.0298420374918552,0,0,0,0,0,2.9,63.14,8,23,11,0,0,0,0,0.0,0.003,0.0,0.0,3.41,,-0.124,-0.016,,1,0,0
Argentina,ARG,2000,0.836,0.676,0.579,0.781,0.662,2.0,0.947,0.996,0.0,0.667,0.717,0.736,0.704,0.455,0.338,0.46,0.463,0.939,0.666,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142,1.14882267666887,3266633316.65833,102300,-0.214404493570328,-0.0280386935919523,-0.172407656908035,0.0958238765597343,395646066535.875,10631.6503639029,37213984,,,0.9995,3.66579059535379,64.2823867302192,-3.15992237703676,6.28322204626377,2.36414526373118,22.6224447777343,0.0269487841590086,0,0,0,0,0,2.9,56.82,11,24,12,0,0,0,0,0.006,0.008,0.0,0.0,-6.21,,-0.714,-0.008,,1,0,0
Argentina,ARG,2001,0.835,0.682,0.578,0.783,0.662,2.0,0.926,0.996,0.0,1.0,0.71,0.778,0.698,0.455,0.338,0.46,0.462,0.939,0.637,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142,1.18423354187058,3183591795.89795,101300,,,,,378202665751.853,10051.9448463043,37624825,,,0.9995,0.806164134759348,49.5813145440098,-1.40694788500181,4.29371406025342,1.91854085449722,21.8522554515453,0.0604036636478134,0,0,0,0,0,2.9,60.41,8,25,13,0,0,0,0,-0.001,0.005,0.0,0.0,0.77,,-1.498,0.035,,1,0,0
Argentina,ARG,2002,0.825,0.666,0.57,0.767,0.653,2.0,0.904,0.996,0.0,1.0,0.712,0.771,0.627,0.505,0.533,0.518,0.462,0.939,0.637,-1.109,0,0,0,0.0,,,4,0,8,2.464,-1.142,1.09188047859748,1114172482.91036,101100,-0.761098086833954,-0.228479072451591,-0.417055726051331,-0.776545405387878,336999433710.193,8861.56199282278,38029349,,,3.06325666666667,2.19895819502207,16.5973754896215,8.97078467784247,5.27543170673442,5.63090239331634,41.7527243585642,0.106711895768803,0,0,0,0,0,2.9,56.55,11,26,14,0,0,0,0,-0.01,-0.005,0.0,0.0,-6.59,,20.37,0.077,,1,0,1
Argentina,ARG,2003,0.81,0.645,0.56,0.63,0.639,2.0,0.904,0.996,0.0,0.667,0.714,0.771,0.543,0.557,0.689,0.555,0.443,0.939,0.637,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142,1.06089505704838,1374873734.32668,102600,-0.777115821838379,-0.0342199839651585,-0.479976803064346,-0.359838128089905,366780211148.674,9545.53194119994,38424282,,,2.90062916666667,1.29481086883944,38.2912710004567,6.37990680177011,5.70013745215418,4.54405237920157,40.6447480311085,0.096132888623896,0,0,0,0,0,2.9,57.91,11,27,15,0,0,0,0,-0.015,-0.026,0.0,0.0,1.09,,18.022,0.069,,1,0,1
Argentina,ARG,2004,0.804,0.641,0.552,0.599,0.637,2.0,0.904,0.996,0.0,0.333,0.714,0.771,0.549,0.557,0.689,0.555,0.44,0.879,0.646,-1.109,0,0,0,1.0,,,4,0,8,1.935,-1.142,0.883295358833529,1465809188.24616,102000,-0.767380177974701,0.015197392553091,-0.414409548044205,-0.610934913158417,399898899166.738,10302.4465316428,38815916,,,2.92330081890332,2.5050175164097,29.6758736713401,1.95058324319273,5.77837779911896,4.29522015828479,40.692646108947,0.0665053348932013,0,0,0,0,0,2.9,57.73,11,28,16,0,0,0,0,-0.006,-0.031,0.0,-0.529,-2.68,,18.84,0.006,,1,0,1
