country,year,economic,military,total
Jamaica,1981,181268055.28,4035634.13,185303689.41
Jamaica,1982,319752194.83,2474765.79,322226960.62
Jamaica,1983,228621522.89,371257.22,228992780.11
Jamaica,1984,234934935.31,428845.76,235363781.07
Jamaica,1985,326489115.11,15769588.4,342258703.51
Jamaica,1986,255758151.55,573507.63,256331659.18
Jamaica,1987,177548150.68,618194.24,178166344.92
Jamaica,1988,154306293.3,533792.79,154840086.08
Jamaica,1989,213291533.03,13452540.22,226744073.25
Jamaica,1990,129822121.14,8734275.08,138556396.21
Jamaica,1991,130074051.78,3468344.5,133542396.28
Jamaica,1992,130131593.43,5287123.92,135418717.36
Jamaica,1993,132682554.59,1381259.58,134063814.17
Jamaica,1994,51284508.38,1959021.88,53243530.26
Jamaica,1995,37497618.53,740033.11,38237651.64
Jamaica,1996,49291664.89,2570009.7,51861674.59
Jamaica,1997,35631697.84,1567770.56,37199468.4
Jamaica,1998,22984552.74,2651289.95,25635842.7
Jamaica,1999,32056176.37,2644126.91,34700303.28
Jamaica,2000,29206438.72,1982467.95,31188906.67
Jamaica,2001,38838183.94,2277653.06,41115837.0
Jamaica,2002,32544906.99,2279144.97,34824051.96
Jamaica,2003,31717680.93,2405772.64,34123453.57
Jamaica,2004,45861216.75,2393331.76,48254548.5
Jamaica,2005,79270768.74,3530180.82,82800949.56
Jamaica,2006,46699704.36,3484447.14,50184151.5
Jamaica,2007,38169105.6,2798111.9,40967217.51
Jamaica,2008,26367910.48,2334817.94,28702728.42
Jamaica,2009,27901671.25,2348221.38,30249892.64
Jamaica,2010,28959023.66,3058696.94,32017720.61
Jamaica,2011,32109704.84,4613926.47,36723631.3
Jamaica,2012,27804441.06,4934355.69,32738796.75
Jamaica,2013,33608777.04,1022564.41,34631341.46
Jamaica,2014,32854617.24,3782216.15,36636833.39
Jamaica,2015,27522672.23,5427846.56,32950518.78
Jamaica,2016,26344458.52,1891270.65,28235729.17
Jamaica,2017,40869035.8,3829335.5,44698371.29
Jamaica,2018,29912351.3,1200082.35,31112433.65
Jamaica,2019,21608269.22,2610529.71,24218798.93
Trinidad & Tobago,1956,744768.21,0.0,744768.21
Trinidad & Tobago,1957,725316.73,0.0,725316.73
Trinidad & Tobago,1958,6972.1,0.0,6972.1
Trinidad & Tobago,1959,4805982.91,0.0,4805982.91
Trinidad & Tobago,1960,21672754.97,0.0,21672754.97
Trinidad & Tobago,1961,25398720.14,0.0,25398720.14
Trinidad & Tobago,1962,19859112.94,0.0,19859112.94
Trinidad & Tobago,1963,71281332.56,0.0,71281332.56
Trinidad & Tobago,1964,36810959.82,0.0,36810959.82
Trinidad & Tobago,1965,32367155.76,0.0,32367155.76
Trinidad & Tobago,1966,31687624.31,0.0,31687624.31
Trinidad & Tobago,1967,30753136.73,0.0,30753136.73
Trinidad & Tobago,1968,5826.94,0.0,5826.94
Trinidad & Tobago,1969,562857.28,0.0,562857.28
Trinidad & Tobago,1971,503401.97,0.0,503401.97
Trinidad & Tobago,1972,485404.27,0.0,485404.27
Trinidad & Tobago,1974,1289678.9,0.0,1289678.9
Trinidad & Tobago,1975,7793.49,0.0,7793.49
Trinidad & Tobago,1976,3643.02,0.0,3643.02
Trinidad & Tobago,1977,105325.08,0.0,105325.08
Trinidad & Tobago,1978,254650.44,0.0,254650.44
Trinidad & Tobago,1979,129602.93,0.0,129602.93
Trinidad & Tobago,1980,688143.58,0.0,688143.58
Trinidad & Tobago,1985,0.0,80520.29,80520.29
Trinidad & Tobago,1986,0.0,100969.65,100969.65
Trinidad & Tobago,1987,0.0,128379.0,128379.0
Trinidad & Tobago,1988,19132.36,101401.5,120533.86
Trinidad & Tobago,1989,4534440.16,18387.84,4552827.99
Trinidad & Tobago,1990,431037.54,1227481.39,1658518.93
Trinidad & Tobago,1991,407637.53,967710.94,1375348.46
Trinidad & Tobago,1992,387677.86,899011.59,1286689.45
Trinidad & Tobago,1993,189392.57,977984.03,1167376.6
Trinidad & Tobago,1994,23968.46,281229.89,305198.35
Trinidad & Tobago,1995,373927.94,148632.44,522560.38
Trinidad & Tobago,1996,314820.43,588176.7,902997.13
Trinidad & Tobago,1997,754461.29,857068.03,1611529.32
Trinidad & Tobago,1998,596130.4,2422366.94,3018497.34
Trinidad & Tobago,1999,1029988.22,557665.05,1587653.28
Trinidad & Tobago,2000,576717.95,1747455.38,2324173.33
Trinidad & Tobago,2001,1408567.13,1373352.96,2781920.09
Trinidad & Tobago,2002,0.0,975984.22,975984.22
Trinidad & Tobago,2003,34037.53,955773.85,989811.38
Trinidad & Tobago,2004,3095804.93,196785.06,3292589.99
Trinidad & Tobago,2005,264762.49,149671.41,414433.9
Trinidad & Tobago,2006,49921.24,135027.02,184948.25
Trinidad & Tobago,2007,1717567.09,192301.73,1909868.82
Trinidad & Tobago,2008,890963.19,269493.8,1160456.98
Trinidad & Tobago,2009,1207504.47,272308.81,1479813.28
Trinidad & Tobago,2010,414250.83,1201505.72,1615756.54
Trinidad & Tobago,2011,267357.5,1047072.04,1314429.55
Trinidad & Tobago,2012,459616.65,908278.69,1367895.35
Trinidad & Tobago,2013,269447.14,667183.53,936630.66
Trinidad & Tobago,2014,618986.37,539971.6,1158957.97
Trinidad & Tobago,2015,551903.6,964898.23,1516801.83
Trinidad & Tobago,2016,723063.65,663527.8,1386591.45
Trinidad & Tobago,2017,7138.84,1760468.93,1767607.77
Trinidad & Tobago,2018,2581490.12,525245.9,3106736.02
Trinidad & Tobago,2019,4013918.65,2039123.0,6053041.65
