country,year,polyarchy,liberal_democracy,participatory_democracy,deliberative_democracy,egalitarian_democracy,regime_type,physinteg,mil_constrain,mil_exec,exec_confidence,judicial_constraints,legislative_constraints,rule_of_law_vdem,public_sector_corruption,executive_corruption,corruption_index,clientelism,civil_society_participation,party_institutionalization,state_authority,coup_total_events,coup_event,coup_attempts,executive_direct_election,election_repression,voter_turnout,democracy_breakdown,democracy_transition,polity2,cs_repress,political_violence
Argentina,1960,0.49,0.356,0.312,0.428,0.37,1.0,0.675,0.996,0.3,0.667,0.64,0.636,0.672,0.281,0.262,0.242,0.354,0.788,0.692,-1.246,0,0,2,1.0,,,1,0,5,1.204,1.94
Argentina,1961,0.492,0.362,0.313,0.429,0.371,1.0,0.675,0.996,0.3,0.667,0.695,0.636,0.691,0.281,0.262,0.242,0.355,0.788,0.692,-1.246,0,0,1,1.0,,,1,0,5,1.204,2.373
Argentina,1962,0.274,0.206,0.211,0.283,0.255,1.0,0.647,0.996,0.8,0.667,0.74,0.636,0.667,0.24,0.298,0.241,0.354,0.712,0.692,-1.246,1,1,3,0.0,,,2,-1,5,1.204,2.373
Argentina,1963,0.308,0.226,0.226,0.325,0.271,1.0,0.645,0.996,0.3,0.667,0.788,0.678,0.79,0.139,0.068,0.141,0.353,0.761,0.692,-1.246,0,0,1,1.0,,,2,1,6,0.284,2.373
Argentina,1964,0.525,0.423,0.331,0.453,0.397,2.0,0.742,0.996,0.3,0.667,0.818,0.736,0.849,0.139,0.068,0.124,0.352,0.816,0.692,-1.246,0,0,0,1.0,,,2,0,6,1.205,2.373
Argentina,1965,0.526,0.427,0.332,0.454,0.397,2.0,0.742,0.996,0.3,0.667,0.818,0.763,0.849,0.139,0.068,0.124,0.339,0.736,0.692,-1.246,0,0,0,1.0,,,2,0,6,-0.014,2.373
Argentina,1966,0.228,0.202,0.197,0.257,0.198,1.0,0.54,0.996,0.9,0.333,0.588,0.763,0.667,0.139,0.288,0.193,0.377,0.356,0.635,-1.246,1,1,1,0.0,,,3,-1,-9,-0.996,2.373
Argentina,1967,0.103,0.089,0.153,0.116,0.13,0.0,0.246,0.996,0.9,0.333,0.478,,0.303,0.423,0.644,0.425,0.452,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373
Argentina,1968,0.106,0.084,0.154,0.116,0.13,0.0,0.114,0.996,0.9,0.333,0.478,,0.303,0.423,0.644,0.425,0.452,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373
Argentina,1969,0.108,0.081,0.154,0.116,0.131,0.0,0.067,0.996,0.9,0.333,0.478,,0.303,0.423,0.644,0.425,0.452,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373
Argentina,1970,0.109,0.092,0.155,0.117,0.14,0.0,0.098,0.996,0.9,0.333,0.53,,0.361,0.423,0.604,0.413,0.481,0.282,,-1.246,1,1,1,0.0,,,3,0,-9,-1.221,2.373
Argentina,1971,0.121,0.094,0.157,0.119,0.142,0.0,0.098,0.996,0.9,0.333,0.53,,0.361,0.423,0.604,0.413,0.481,0.282,,-1.246,1,1,2,0.0,,,3,0,-9,-1.221,2.373
Argentina,1972,0.13,0.095,0.16,0.121,0.144,0.0,0.098,0.996,0.9,0.333,0.53,,0.361,0.423,0.604,0.413,0.481,0.282,,-1.246,0,0,0,0.0,,,3,0,-9,-1.221,2.373
Argentina,1973,0.456,0.278,0.303,0.315,0.296,1.0,0.128,0.996,0.3,0.667,0.595,0.512,0.386,0.532,0.706,0.414,0.255,0.58,0.748,-0.036,0,0,0,1.0,,,3,1,6,0.399,2.373
Argentina,1974,0.565,0.326,0.361,0.368,0.393,2.0,0.088,0.996,0.2,0.667,0.549,0.529,0.356,0.532,0.749,0.424,0.252,0.685,0.748,-0.036,0,0,0,1.0,,,3,0,6,0.149,2.373
Argentina,1975,0.513,0.295,0.333,0.32,0.349,2.0,0.036,0.996,0.3,0.667,0.549,0.529,0.356,0.532,0.749,0.424,0.252,0.577,0.748,-0.036,0,0,2,1.0,,,3,0,6,-1.35,2.373
Argentina,1976,0.134,0.068,0.127,0.067,0.136,1.0,0.024,0.996,0.9,0.667,0.348,0.529,0.14,0.532,0.814,0.437,0.31,0.117,0.73,-1.109,1,1,1,0.0,,,4,-1,-9,-2.732,2.537
Argentina,1977,0.071,0.049,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.39,,0.136,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,2.537
Argentina,1978,0.071,0.049,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.39,,0.136,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,2.537
Argentina,1979,0.071,0.049,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.39,,0.136,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,2.537
Argentina,1980,0.071,0.05,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.396,,0.141,0.532,0.814,0.515,0.31,0.033,,-1.109,0,0,0,0.0,,,4,0,-9,-2.732,1.296
Argentina,1981,0.071,0.05,0.112,0.05,0.117,0.0,0.024,0.996,0.9,0.333,0.396,,0.141,0.532,0.814,0.515,0.31,0.033,,-1.109,1,0,0,0.0,,,4,0,-8,-2.732,0.948
Argentina,1982,0.074,0.051,0.112,0.051,0.117,0.0,0.024,0.996,0.9,0.333,0.396,,0.141,0.532,0.814,0.515,0.31,0.099,,-1.109,0,0,0,0.0,,,4,0,-8,-1.962,0.948
Argentina,1983,0.268,0.21,0.172,0.248,0.195,1.0,0.257,0.996,0.3,0.333,0.608,0.631,0.515,0.217,0.187,0.248,0.197,0.262,0.769,-1.109,0,0,0,1.0,,,4,1,8,-1.912,0.922
Argentina,1984,0.832,0.677,0.587,0.775,0.689,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.201,0.939,0.837,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248
Argentina,1985,0.832,0.677,0.565,0.77,0.688,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.206,0.939,0.837,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248
Argentina,1986,0.831,0.675,0.563,0.775,0.687,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.234,0.939,0.837,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248
Argentina,1987,0.831,0.675,0.566,0.773,0.687,2.0,0.945,0.996,0.1,0.333,0.769,0.698,0.831,0.217,0.126,0.327,0.284,0.939,0.756,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.248
Argentina,1988,0.83,0.675,0.566,0.772,0.688,2.0,0.945,0.996,0.1,0.667,0.769,0.698,0.831,0.217,0.126,0.327,0.283,0.939,0.756,-1.109,0,0,1,1.0,,,4,0,8,2.464,-1.248
Argentina,1989,0.828,0.672,0.564,0.73,0.684,2.0,0.89,0.996,0.1,0.667,0.769,0.717,0.672,0.527,0.575,0.513,0.275,0.939,0.756,-1.109,0,0,0,1.0,,,4,0,7,2.464,-0.09
Argentina,1990,0.827,0.622,0.568,0.739,0.65,2.0,0.89,0.996,0.1,0.667,0.591,0.676,0.471,0.58,0.808,0.629,0.512,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1991,0.829,0.632,0.569,0.766,0.655,2.0,0.9,0.996,0.0,0.667,0.59,0.702,0.495,0.58,0.808,0.629,0.525,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1992,0.831,0.635,0.568,0.769,0.656,2.0,0.9,0.996,0.0,0.333,0.59,0.702,0.515,0.58,0.808,0.629,0.544,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1993,0.83,0.635,0.563,0.769,0.656,2.0,0.9,0.996,0.0,0.333,0.59,0.702,0.538,0.485,0.808,0.608,0.54,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1994,0.835,0.641,0.579,0.775,0.66,2.0,0.9,0.996,0.0,0.333,0.59,0.702,0.538,0.485,0.808,0.608,0.461,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1995,0.833,0.646,0.576,0.773,0.658,2.0,0.9,0.996,0.0,0.333,0.594,0.738,0.549,0.485,0.808,0.608,0.497,0.939,0.682,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1996,0.827,0.637,0.572,0.768,0.662,2.0,0.9,0.996,0.0,0.333,0.594,0.715,0.549,0.485,0.808,0.608,0.532,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1997,0.828,0.638,0.573,0.769,0.661,2.0,0.9,0.996,0.0,0.333,0.594,0.715,0.549,0.485,0.808,0.608,0.529,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1998,0.83,0.639,0.575,0.772,0.662,2.0,0.9,0.996,0.0,0.333,0.594,0.715,0.55,0.485,0.808,0.608,0.52,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,7,2.464,-1.142
Argentina,1999,0.83,0.646,0.575,0.769,0.661,2.0,0.947,0.996,0.0,0.333,0.613,0.715,0.569,0.455,0.808,0.6,0.522,0.939,0.674,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142
Argentina,2000,0.836,0.676,0.579,0.781,0.662,2.0,0.947,0.996,0.0,0.667,0.717,0.736,0.704,0.455,0.338,0.46,0.463,0.939,0.666,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142
Argentina,2001,0.835,0.682,0.578,0.783,0.662,2.0,0.926,0.996,0.0,1.0,0.71,0.778,0.698,0.455,0.338,0.46,0.462,0.939,0.637,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142
Argentina,2002,0.825,0.666,0.57,0.767,0.653,2.0,0.904,0.996,0.0,1.0,0.712,0.771,0.627,0.505,0.533,0.518,0.462,0.939,0.637,-1.109,0,0,0,0.0,,,4,0,8,2.464,-1.142
Argentina,2003,0.81,0.645,0.56,0.63,0.639,2.0,0.904,0.996,0.0,0.667,0.714,0.771,0.543,0.557,0.689,0.555,0.443,0.939,0.637,-1.109,0,0,0,1.0,,,4,0,8,2.464,-1.142
Argentina,2004,0.804,0.641,0.552,0.599,0.637,2.0,0.904,0.996,0.0,0.333,0.714,0.771,0.549,0.557,0.689,0.555,0.44,0.879,0.646,-1.109,0,0,0,1.0,,,4,0,8,1.935,-1.142
Argentina,2005,0.801,0.632,0.549,0.597,0.635,2.0,0.904,0.996,0.036,0.333,0.685,0.749,0.549,0.557,0.689,0.555,0.45,0.879,0.621,-1.109,0,0,0,1.0,,,4,0,8,1.935,-1.142
Argentina,2006,0.789,0.621,0.539,0.593,0.625,2.0,0.904,0.996,0.036,0.333,0.685,0.749,0.549,0.557,0.689,0.555,0.491,0.879,0.621,-1.109,0,0,0,1.0,,,4,0,8,1.935,-1.142
Argentina,2007,0.784,0.617,0.536,0.589,0.625,2.0,0.904,0.996,0.036,0.333,0.674,0.741,0.532,0.557,0.689,0.555,0.472,0.879,0.63,-1.109,0,0,0,1.0,,,4,0,8,1.935,-1.142
Argentina,2008,0.765,0.593,0.524,0.555,0.609,2.0,0.904,0.996,0.036,0.333,0.65,0.746,0.522,0.557,0.689,0.555,0.475,0.861,0.629,-1.109,0,0,0,1.0,,,4,0,8,1.631,-1.142
Argentina,2009,0.764,0.594,0.52,0.557,0.606,2.0,0.904,0.996,0.036,0.333,0.65,0.746,0.522,0.557,0.689,0.555,0.476,0.861,0.63,-0.558,,0,0,1.0,,,4,0,8,1.631,-1.142
Argentina,2010,0.761,0.591,0.512,0.549,0.604,2.0,0.904,0.996,0.036,0.333,0.65,0.76,0.522,0.557,0.689,0.545,0.446,0.844,0.641,-1.106,,0,0,1.0,,,4,0,8,1.299,-1.142
Argentina,2011,0.762,0.588,0.511,0.551,0.606,2.0,0.903,0.996,0.036,0.333,0.65,0.722,0.522,0.557,0.689,0.545,0.449,0.844,0.645,-1.106,,0,0,1.0,,,4,0,8,1.299,-1.142
Argentina,2012,0.766,0.589,0.515,0.555,0.609,2.0,0.892,0.996,0.036,0.333,0.65,0.715,0.522,0.557,0.689,0.545,0.461,0.844,0.645,-1.106,,0,0,1.0,,,4,0,8,1.299,-1.142
Argentina,2013,0.774,0.594,0.521,0.561,0.615,2.0,0.883,0.996,0.042,0.333,0.649,0.707,0.514,0.577,0.701,0.554,0.459,0.847,0.645,-1.106,,0,0,1.0,,,4,0,8,1.299,-1.142
Argentina,2014,0.786,0.604,0.53,0.572,0.625,2.0,0.883,0.996,0.042,0.333,0.649,0.717,0.514,0.577,0.701,0.554,0.473,0.847,0.647,-1.106,,0,0,1.0,,,4,0,8,1.299,-1.142
Argentina,2015,0.776,0.601,0.523,0.565,0.613,2.0,0.839,0.996,0.042,0.333,0.653,0.76,0.527,0.558,0.632,0.533,0.443,0.847,0.675,-1.106,,0,0,1.0,,,4,0,9,1.299,-1.142
Argentina,2016,0.753,0.616,0.503,0.597,0.598,2.0,0.843,0.996,0.042,0.0,0.757,0.836,0.657,0.431,0.389,0.436,0.42,0.898,0.665,-1.106,,0,0,1.0,,,4,0,9,1.616,-1.142
Argentina,2017,0.754,0.612,0.504,0.588,0.584,2.0,0.794,0.996,0.042,0.0,0.743,0.824,0.667,0.431,0.389,0.41,0.437,0.88,0.674,-1.106,,0,0,1.0,,,4,0,9,1.156,-1.142
Argentina,2018,0.783,0.637,0.521,0.602,0.621,2.0,0.842,0.996,0.042,0.0,0.741,0.805,0.654,0.431,0.384,0.408,0.439,0.903,0.679,-1.106,,0,0,1.0,,,4,0,9,1.156,-1.142
Argentina,2019,0.788,0.626,0.525,0.6,0.623,2.0,0.811,0.996,0.042,0.0,0.733,0.767,0.651,0.414,0.393,0.409,0.436,0.903,0.696,-0.931,,0,0,1.0,,,4,0,,1.156,-1.142
Argentina,2020,0.805,0.644,0.543,0.65,0.626,2.0,0.9,0.996,0.0,0.0,0.785,0.718,0.623,0.52,0.568,0.48,0.458,0.888,0.675,-0.508,,0,0,1.0,,,4,0,,1.895,-1.142
Argentina,2021,0.797,0.64,0.539,0.638,0.623,2.0,0.895,0.996,0.0,0.0,0.785,0.754,0.618,0.52,0.568,0.48,0.454,0.888,0.675,-0.508,,0,0,1.0,,,,,,1.895,-1.307
Argentina,2022,0.832,0.661,0.565,0.639,0.655,2.0,0.823,0.996,0.0,0.0,0.73,0.744,0.61,0.52,0.568,0.48,0.466,0.888,0.682,-0.508,,0,0,1.0,,,,,,1.895,-0.017
Argentina,2023,0.838,0.695,0.57,0.628,0.676,2.0,0.882,0.996,0.0,0.0,0.779,0.819,0.636,0.52,0.568,0.404,0.471,0.888,0.649,-0.508,,0,0,1.0,,,,,,1.895,-0.947
Argentina,2024,0.712,0.553,0.461,0.431,0.539,2.0,0.882,0.996,0.0,0.333,0.633,0.816,0.626,0.473,0.326,0.387,0.459,0.833,0.632,-0.726,,0,0,1.0,,,,,,0.874,-0.561
Bolivia,1960,0.265,0.114,0.097,0.175,0.145,1.0,0.47,-1.375,0.143,0.0,0.306,0.152,0.232,0.764,0.707,0.773,0.832,0.592,0.39,1.07,0,0,1,1.0,,,0,0,4,0.369,1.596
Bolivia,1961,0.267,0.114,0.097,0.175,0.145,1.0,0.47,-1.375,0.143,0.0,0.306,0.152,0.232,0.764,0.707,0.773,0.831,0.592,0.39,1.07,0,0,0,1.0,,,0,0,4,0.369,1.596
Bolivia,1962,0.261,0.113,0.096,0.171,0.143,1.0,0.47,-1.375,0.143,0.0,0.306,0.152,0.232,0.764,0.707,0.773,0.826,0.592,0.39,1.07,0,0,0,1.0,,,0,0,4,0.369,1.596
Bolivia,1963,0.257,0.111,0.095,0.169,0.141,1.0,0.47,-1.375,0.143,0.0,0.306,0.152,0.232,0.764,0.707,0.773,0.823,0.592,0.39,1.07,0,0,0,1.0,,,0,0,4,0.369,1.596
Bolivia,1964,0.229,0.09,0.08,0.138,0.128,1.0,0.263,-1.375,0.214,0.0,0.28,0.169,0.175,0.764,0.707,0.78,0.831,0.48,0.39,1.07,1,1,1,0.0,,,0,0,-4,-0.533,1.264
Bolivia,1965,0.123,0.041,0.045,0.052,0.1,0.0,0.116,-1.375,0.857,0.0,0.238,,0.118,0.86,0.741,0.821,0.806,0.311,,0.927,0,0,0,0.0,,,0,0,-4,-0.66,1.426
Bolivia,1966,0.137,0.036,0.046,0.035,0.103,1.0,0.116,-1.375,0.357,0.0,0.098,0.077,0.075,0.912,0.741,0.828,0.836,0.311,0.163,0.927,0,0,0,1.0,,,0,0,-4,-0.66,1.674
Bolivia,1967,0.184,0.048,0.054,0.042,0.113,1.0,0.116,-1.375,0.357,0.0,0.098,0.077,0.075,0.912,0.741,0.816,0.892,0.287,0.163,0.927,0,0,0,1.0,,,0,0,-4,-0.66,1.83
Bolivia,1968,0.184,0.048,0.054,0.042,0.113,1.0,0.116,-1.375,0.357,0.0,0.098,0.077,0.075,0.912,0.741,0.816,0.892,0.287,0.163,0.927,0,0,0,1.0,,,0,0,-4,-0.66,1.418
Bolivia,1969,0.168,0.043,0.051,0.05,0.115,1.0,0.116,-1.375,0.357,0.0,0.098,0.075,0.075,0.912,0.741,0.84,0.892,0.354,0.163,0.782,1,1,1,0.0,,,0,0,-4,0.204,1.425
Bolivia,1970,0.109,0.03,0.048,0.047,0.105,0.0,0.162,-1.375,0.857,0.0,0.113,,0.093,0.876,0.761,0.834,0.853,0.384,,0.782,1,1,1,0.0,,,0,0,-5,0.367,1.425
Bolivia,1971,0.098,0.018,0.044,0.02,0.103,0.0,0.04,-1.375,0.857,0.0,0.046,,0.052,0.912,0.777,0.849,0.853,0.289,,0.782,1,1,2,0.0,,,0,0,-7,-0.753,1.086
Bolivia,1972,0.09,0.017,0.033,0.013,0.088,0.0,0.04,-1.375,0.786,0.0,0.046,,0.052,0.912,0.777,0.849,0.864,0.227,,0.706,0,0,0,0.0,,,0,0,-7,-1.002,1.086
Bolivia,1973,0.09,0.017,0.033,0.013,0.088,0.0,0.04,-1.375,0.786,0.0,0.046,,0.052,0.912,0.777,0.849,0.864,0.227,,0.706,0,0,0,0.0,,,0,0,-7,-1.002,1.086
Bolivia,1974,0.089,0.017,0.033,0.012,0.088,0.0,0.04,-1.375,0.786,0.0,0.046,,0.052,0.912,0.777,0.849,0.864,0.227,,0.294,0,0,1,0.0,,,0,0,-7,-1.002,1.086
Bolivia,1975,0.088,0.017,0.032,0.012,0.088,0.0,0.04,-1.375,0.786,0.0,0.046,,0.052,0.912,0.777,0.849,0.864,0.227,,0.294,0,0,0,0.0,,,0,0,-7,-1.002,1.086
Bolivia,1976,0.088,0.017,0.032,0.012,0.087,0.0,0.04,-1.375,0.786,0.0,0.046,,0.052,0.912,0.777,0.849,0.864,0.227,,0.294,0,0,0,0.0,,,0,0,-7,-1.002,1.086
Bolivia,1977,0.088,0.017,0.032,0.012,0.087,0.0,0.04,-1.375,0.786,0.0,0.046,,0.052,0.912,0.777,0.849,0.864,0.227,,0.294,0,0,0,0.0,,,0,0,-7,-1.002,1.086
Bolivia,1978,0.107,0.021,0.035,0.015,0.09,1.0,0.074,-1.375,0.857,0.0,0.052,,0.057,0.912,0.777,0.849,0.726,0.281,,0.294,2,2,2,0.0,,,0,0,-4,-0.14,1.244
Bolivia,1979,0.14,0.04,0.042,0.027,0.113,1.0,0.3,-1.375,0.42,0.0,0.063,0.058,0.069,0.877,0.761,0.824,0.695,0.458,0.185,0.294,2,1,2,0.0,,,0,1,-4,-0.386,1.244
Bolivia,1980,0.126,0.033,0.04,0.029,0.104,1.0,0.138,-1.375,0.929,0.0,0.054,0.085,0.052,0.877,0.761,0.835,0.693,0.319,0.185,0.196,1,1,1,0.0,,,1,-1,-7,-1.576,1.244
Bolivia,1981,0.1,0.023,0.037,0.028,0.098,0.0,0.138,-1.375,0.786,0.0,0.045,,0.042,0.912,0.836,0.87,0.693,0.36,,0.337,1,1,4,0.0,,,1,0,-7,-1.83,0.636
Bolivia,1982,0.202,0.12,0.082,0.129,0.151,0.0,0.61,-1.375,0.214,0.0,0.288,0.352,0.25,0.595,0.779,0.749,0.537,0.578,0.481,0.392,1,0,0,0.0,,,1,1,7,0.136,0.646
Bolivia,1983,0.321,0.203,0.124,0.259,0.214,0.0,0.644,-0.15,0.143,0.0,0.562,0.468,0.377,0.533,0.729,0.725,0.498,0.851,0.584,0.392,0,0,0,0.0,,,1,0,7,1.074,0.385
Bolivia,1984,0.325,0.22,0.125,0.26,0.214,0.0,0.611,-0.15,0.143,0.0,0.562,0.612,0.388,0.533,0.674,0.713,0.498,0.878,0.584,0.392,0,0,1,0.0,,,1,0,7,1.674,0.385
Bolivia,1985,0.463,0.324,0.218,0.349,0.292,1.0,0.848,-0.15,0.071,0.0,0.562,0.529,0.443,0.533,0.674,0.72,0.585,0.651,0.567,0.188,0,0,0,0.0,,,1,0,9,0.048,0.385
Bolivia,1986,0.627,0.416,0.27,0.464,0.379,2.0,0.848,-0.15,0.071,0.0,0.562,0.529,0.448,0.496,0.686,0.712,0.612,0.619,0.563,-0.063,0,0,0,0.0,,,1,0,9,-0.083,0.385
Bolivia,1987,0.636,0.42,0.32,0.483,0.382,2.0,0.848,-0.15,0.071,0.0,0.562,0.529,0.474,0.496,0.615,0.695,0.612,0.719,0.563,-0.063,0,0,0,0.0,,,1,0,9,0.347,0.368
Bolivia,1988,0.638,0.425,0.325,0.485,0.383,2.0,0.848,-0.15,0.071,0.0,0.562,0.529,0.474,0.496,0.615,0.695,0.612,0.751,0.58,-0.063,0,0,0,0.0,,,1,0,9,0.8,0.368
Bolivia,1989,0.646,0.427,0.329,0.494,0.388,2.0,0.848,-0.15,0.071,0.0,0.562,0.529,0.474,0.496,0.615,0.695,0.605,0.788,0.58,-0.063,0,0,0,0.0,,,1,0,9,0.8,0.368
Bolivia,1990,0.652,0.432,0.339,0.497,0.399,2.0,0.848,-0.15,0.071,0.0,0.562,0.529,0.464,0.496,0.62,0.696,0.593,0.788,0.588,-0.063,0,0,0,0.0,,,1,0,9,0.8,0.368
Bolivia,1991,0.692,0.463,0.363,0.528,0.429,2.0,0.899,-0.15,0.071,0.0,0.562,0.529,0.464,0.496,0.62,0.696,0.593,0.854,0.588,-0.063,0,0,0,0.0,,,1,0,9,1.456,0.368
Bolivia,1992,0.707,0.47,0.37,0.539,0.434,2.0,0.899,-0.15,0.071,0.0,0.562,0.529,0.464,0.496,0.62,0.696,0.593,0.854,0.588,-0.063,0,0,0,0.0,,,1,0,9,1.456,0.368
Bolivia,1993,0.712,0.475,0.377,0.595,0.438,2.0,0.899,-0.15,0.071,0.0,0.562,0.529,0.468,0.496,0.62,0.696,0.589,0.775,0.571,-0.063,0,0,0,0.0,,,1,0,9,0.79,0.368
Bolivia,1994,0.726,0.487,0.42,0.631,0.468,2.0,0.899,-0.15,0.071,0.0,0.537,0.569,0.468,0.496,0.61,0.694,0.552,0.814,0.602,-0.063,0,0,0,0.0,,,1,0,9,0.79,0.402
Bolivia,1995,0.737,0.496,0.441,0.632,0.483,2.0,0.899,-0.15,0.071,0.0,0.537,0.569,0.468,0.496,0.61,0.694,0.552,0.885,0.602,-0.063,0,0,0,0.0,,,1,0,9,1.441,0.362
Bolivia,1996,0.737,0.496,0.441,0.632,0.486,2.0,0.899,-0.15,0.071,0.0,0.537,0.569,0.468,0.496,0.61,0.694,0.552,0.885,0.602,-0.063,0,0,0,0.0,,,1,0,9,1.441,0.362
Bolivia,1997,0.739,0.52,0.443,0.634,0.484,2.0,0.899,-0.15,0.071,0.0,0.537,0.679,0.464,0.496,0.61,0.716,0.555,0.853,0.59,-0.063,0,0,0,0.0,,,1,0,9,0.791,0.362
Bolivia,1998,0.738,0.521,0.442,0.594,0.48,2.0,0.899,-0.15,0.071,0.0,0.537,0.679,0.464,0.496,0.61,0.716,0.567,0.822,0.59,-0.063,0,0,0,0.0,,,1,0,9,0.791,0.362
Bolivia,1999,0.744,0.527,0.444,0.601,0.484,2.0,0.899,-0.15,0.071,0.0,0.537,0.679,0.464,0.496,0.61,0.716,0.567,0.852,0.59,-0.063,0,0,0,0.0,,,1,0,9,1.468,0.362
Bolivia,2000,0.744,0.529,0.453,0.587,0.495,2.0,0.899,-0.15,0.071,0.0,0.537,0.689,0.464,0.496,0.61,0.716,0.567,0.863,0.601,-0.063,0,0,0,0.0,,,1,0,9,1.468,0.545
Bolivia,2001,0.744,0.528,0.452,0.584,0.498,2.0,0.899,-0.15,0.071,0.0,0.537,0.689,0.464,0.496,0.61,0.716,0.567,0.834,0.601,-0.063,0,0,0,0.0,,,1,0,9,1.468,0.545
Bolivia,2002,0.727,0.513,0.444,0.591,0.466,2.0,0.899,-0.15,0.071,0.0,0.537,0.689,0.457,0.521,0.61,0.723,0.51,0.811,0.694,-0.063,0,0,0,0.0,,,1,0,9,0.347,0.562
Bolivia,2003,0.722,0.521,0.445,0.603,0.465,2.0,0.877,-0.15,0.071,0.333,0.537,0.753,0.469,0.497,0.61,0.717,0.481,0.872,0.677,-0.063,0,0,0,0.0,,,1,0,8,0.982,0.73
Bolivia,2004,0.753,0.543,0.519,0.661,0.49,2.0,0.889,-0.282,0.071,0.0,0.575,0.721,0.456,0.475,0.575,0.668,0.481,0.898,0.677,-0.063,0,0,0,0.0,,,1,0,8,1.66,0.479
Bolivia,2005,0.748,0.534,0.527,0.631,0.466,2.0,0.889,-0.282,0.1,0.0,0.559,0.729,0.455,0.473,0.59,0.671,0.366,0.871,0.759,-0.09,0,0,0,0.0,,,1,0,8,1.779,0.504
Bolivia,2006,0.721,0.464,0.56,0.561,0.486,2.0,0.889,-0.385,0.1,0.0,0.53,0.455,0.403,0.544,0.676,0.698,0.301,0.873,0.777,0.284,0,0,0,1.0,,,1,0,8,1.721,0.533
Bolivia,2007,0.719,0.462,0.561,0.557,0.483,2.0,0.889,-0.385,0.067,0.0,0.53,0.455,0.403,0.544,0.676,0.698,0.301,0.873,0.776,1.04,0,0,0,1.0,,,1,0,8,1.721,0.533
Bolivia,2008,0.716,0.456,0.559,0.562,0.48,2.0,0.889,-0.385,0.067,0.0,0.512,0.449,0.399,0.544,0.676,0.698,0.301,0.873,0.776,1.426,0,0,0,1.0,,,1,0,8,1.721,0.814
Bolivia,2009,0.712,0.437,0.577,0.552,0.49,2.0,0.889,-0.385,0.067,0.0,0.449,0.429,0.383,0.544,0.676,0.698,0.301,0.873,0.776,1.871,,0,0,1.0,,,1,0,7,1.721,0.103
Bolivia,2010,0.685,0.402,0.557,0.519,0.47,2.0,0.891,-0.385,0.062,0.0,0.369,0.42,0.367,0.537,0.683,0.724,0.297,0.861,0.776,1.871,,0,0,1.0,,,1,0,7,1.447,-0.187
Bolivia,2011,0.681,0.4,0.551,0.517,0.468,2.0,0.891,-0.385,0.062,0.0,0.369,0.42,0.367,0.537,0.683,0.724,0.297,0.829,0.776,1.871,,0,0,1.0,,,1,0,7,1.199,-0.187
Bolivia,2012,0.674,0.398,0.539,0.519,0.462,2.0,0.883,-0.385,0.062,0.0,0.373,0.42,0.354,0.537,0.683,0.724,0.297,0.817,0.776,1.871,,0,0,1.0,,,1,0,7,1.041,-0.187
Bolivia,2013,0.661,0.4,0.52,0.506,0.452,2.0,0.892,-0.385,0.083,0.0,0.418,0.435,0.407,0.461,0.645,0.696,0.296,0.769,0.694,1.871,,0,0,1.0,,,1,0,7,0.689,-0.187
