country_name,ccode,country_text_id,e_regionpol_6C,year,e_gdppc,e_polity2,e_pt_coup,e_pt_coup_attempts,v2regendtype,v2csreprss,v2caviol,v2x_regime,v2x_clphy,v2cagenmob,v2x_polyarchy,v2stcritapparm,v2x_ex_confidence,v2x_ex_direlect,v2x_ex_military,v2x_ex_party
Honduras,91,HND,2,2007,9.558,7,0,0,0,1.613,-1.979,2,0.724,-1.726,0.524,0.357,0.667,1,0.292,0.083
Honduras,91,HND,2,2008,9.644,7,0,0,0,1.613,-1.979,2,0.72,-1.906,0.52,0.357,0.667,1,0.292,0.083
Honduras,91,HND,2,2009,9.608,7,1,1,9,0.491,-0.007,1,0.498,0.3,0.441,0.357,1,1,0.375,0.083
Honduras,91,HND,2,2010,9.707,7,0,0,13,0.779,-0.269,1,0.589,0.008,0.402,0.357,0.667,1,0.292,0.083
Honduras,91,HND,2,2011,9.877,7,0,0,13,0.914,-0.638,1,0.588,-1.173,0.415,0.357,0.667,1,0.292,0.083
Honduras,91,HND,2,2012,10.006,7,0,0,13,0.949,-0.638,1,0.625,-1.346,0.416,0.357,0.667,1,0.292,0.083
Honduras,91,HND,2,2013,10.063,7,0,0,13,0.949,-0.638,1,0.735,-0.594,0.411,0.357,0.667,1,0.312,0.125
Honduras,91,HND,2,2014,10.133,7,0,0,13,0.91,-0.638,1,0.735,-1.222,0.428,0.357,0.667,1,0.312,0.125
Honduras,91,HND,2,2015,10.186,7,0,0,13,0.91,-0.638,1,0.697,0.033,0.422,0.357,0.667,1,0.312,0.125
Honduras,91,HND,2,2016,10.364,7,0,0,13,0.91,0.112,1,0.678,-1.243,0.423,0.357,0.667,1,0.312,0.125
Honduras,91,HND,2,2017,10.647,7,0,0,13,0.636,0.268,1,0.612,0.42,0.412,0.357,0.667,1,0.286,0.143
Honduras,91,HND,2,2018,10.787,7,0,0,13,1.542,-1.127,1,0.758,-0.337,0.362,0.424,0.667,1,0.286,0.143
Honduras,91,HND,2,2019,10.796,NA,0,0,13,1.542,-0.96,1,0.75,-0.507,0.368,0.424,0.667,1,0.357,0.143
Honduras,91,HND,2,2020,NA,NA,0,0,13,1.542,-0.96,1,0.765,-1.668,0.372,0.631,0.667,1,0.4,0.2
Honduras,91,HND,2,2021,NA,NA,0,0,NA,1.542,-0.123,1,0.665,-0.94,0.39,0.631,0.667,1,0.3,0.2
Honduras,91,HND,2,2022,NA,NA,0,0,NA,1.976,-0.486,2,0.709,-1.019,0.534,0.631,0.667,1,0.3,0.1
Honduras,91,HND,2,2023,NA,NA,0,0,NA,1.976,0.604,2,0.708,0.129,0.538,0.631,0.667,1,0.3,0.2
Honduras,91,HND,2,2024,NA,NA,0,0,NA,1.976,-1.203,2,0.724,0.469,0.541,0.631,0.667,1,0.2,0.1
Peru,135,PER,2,1990,10.441,8,0,0,2,1.449,2.814,2,0.292,0.091,0.618,NA,0,1,0.25,0
Peru,135,PER,2,1991,10.332,8,0,0,2,1.449,2.814,2,0.292,0.091,0.604,NA,0.333,1,0.25,0
Peru,135,PER,2,1992,10.349,-4,0,1,12,0.367,2.814,0,0.324,0.091,0.25,NA,0.333,0,0.833,0
Peru,135,PER,2,1993,10.729,-1,0,0,12,0.367,2.138,0,0.143,-0.841,0.255,NA,0,0,0.75,0
Peru,135,PER,2,1994,11.456,-1,0,0,12,0.367,1.489,0,0.143,-0.841,0.251,NA,0,0,0.75,0
Peru,135,PER,2,1995,12.091,-1,0,0,12,0.367,1.489,1,0.143,-0.841,0.288,NA,0,1,0.25,0
Peru,135,PER,2,1996,12.482,-1,0,0,12,0.367,0.814,1,0.143,-0.841,0.365,NA,0,1,0.25,0
Peru,135,PER,2,1997,12.82,-1,0,0,12,0.367,0.814,1,0.097,-0.841,0.365,NA,0,1,0.25,0
Peru,135,PER,2,1998,12.809,-1,0,0,12,0.367,0.814,1,0.097,-0.337,0.353,NA,0,1,0.25,0
Peru,135,PER,2,1999,12.833,-1,0,0,12,0.367,0.814,1,0.097,-0.337,0.353,NA,0,1,0.25,0
Peru,135,PER,2,2000,12.93,4,0,1,9,0.744,-1.116,1,0.142,2.881,0.418,NA,1,1,0.125,0
Peru,135,PER,2,2001,13.06,9,0,0,13,2.18,-1.413,2,0.885,0.426,0.728,NA,0.333,1,0.125,0
Peru,135,PER,2,2002,13.428,9,0,0,13,2.18,-1.651,2,0.885,0.426,0.797,NA,0.333,1,0,0
Peru,135,PER,2,2003,13.915,9,0,0,13,2.18,-1.651,2,0.885,0.426,0.797,NA,0.333,1,0,0
Peru,135,PER,2,2004,14.536,9,0,0,13,2.18,-1.651,2,0.885,0.426,0.795,NA,0.333,1,0.125,0
Peru,135,PER,2,2005,15.352,9,0,0,13,2.18,-1.651,2,0.885,0.426,0.795,0.766,0.333,1,0.093,0
Peru,135,PER,2,2006,16.363,9,0,0,13,1.831,-1.6,2,0.885,0.426,0.793,0.624,0.333,1,0.077,0
Peru,135,PER,2,2007,17.513,9,0,0,13,1.667,-1.6,2,0.885,0.547,0.801,0.624,0.333,1,0.115,0
Peru,135,PER,2,2008,18.674,9,0,0,13,1.667,-1.6,2,0.885,0.609,0.805,0.624,0.333,1,0.077,0
Peru,135,PER,2,2009,19.488,9,0,0,13,1.625,-1.6,2,0.885,0.681,0.799,0.624,0.333,1,0.077,0.038
Peru,135,PER,2,2010,20.653,9,0,0,13,1.625,-1.506,2,0.885,0.365,0.806,0.624,0.333,1,0.115,0.038
Peru,135,PER,2,2011,21.802,9,0,0,13,1.87,-1.506,2,0.885,0.477,0.811,0.624,0.333,1,0.077,0.038
Peru,135,PER,2,2012,22.787,9,0,0,13,1.87,-1.555,2,0.885,0.348,0.823,0.542,0.333,1,0.038,0.038
Peru,135,PER,2,2013,23.562,9,0,0,13,2.224,-1.555,2,0.885,0.306,0.82,0.542,0.333,1,0.042,0
Peru,135,PER,2,2014,23.983,9,0,0,13,2.224,-1.555,2,0.885,0.354,0.82,0.542,0.333,1,0.042,0
Peru,135,PER,2,2015,24.101,9,0,0,13,1.8,-1.555,2,0.911,0.484,0.816,0.542,0.667,1,0.042,0
Peru,135,PER,2,2016,24.492,9,0,0,13,1.8,-1.471,2,0.911,0.698,0.781,0.753,0.667,1,0.042,0
Peru,135,PER,2,2017,24.654,9,0,0,13,1.8,-1.471,2,0.911,0.89,0.788,0.753,1,1,0.042,0
Peru,135,PER,2,2018,24.878,9,0,0,13,2.018,-1.48,2,0.911,0.89,0.807,0.753,1,1,0.045,0
Peru,135,PER,2,2019,24.75,NA,0,0,13,2.018,-1.48,2,0.911,0.983,0.802,0.753,1,1,0.091,0
Peru,135,PER,2,2020,NA,NA,0,0,13,1.76,-0.935,2,0.907,2.404,0.819,0.532,1,1,0.05,0
Peru,135,PER,2,2021,NA,NA,0,0,13,1.909,-0.364,2,0.917,2.13,0.77,0.532,1,1,0.1,0.05
Peru,135,PER,2,2022,NA,NA,0,0,13,1.481,0.557,2,0.889,3.085,0.745,0.824,1,1,0.111,0.056
Peru,135,PER,2,2023,NA,NA,0,0,13,0.584,0.12,2,0.874,3.156,0.712,0.483,1,1,0.111,0.056
Peru,135,PER,2,2024,NA,NA,0,0,NA,-0.032,0.034,2,0.784,0.309,0.634,0.483,1,1,0.143,0.071
Argentina,160,ARG,2,1990,28.115,7,0,0,13,2.464,-1.142,2,0.89,0.712,0.827,0.996,0.667,1,0.1,0.2
Argentina,160,ARG,2,1991,29.71,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.829,0.996,0.667,1,0,0.2
Argentina,160,ARG,2,1992,31.777,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.831,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1993,33.551,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.83,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1994,34.856,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.835,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1995,35.233,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.833,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1996,36.332,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.827,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1997,37.491,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.828,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1998,37.858,7,0,0,13,2.464,-1.142,2,0.9,0.712,0.83,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,1999,36.957,8,0,0,13,2.464,-1.142,2,0.947,0.712,0.83,0.996,0.333,1,0,0.1
Argentina,160,ARG,2,2000,35.88,8,0,0,13,2.464,-1.142,2,0.947,1.21,0.836,0.996,0.667,1,0,0.2
Argentina,160,ARG,2,2001,34.16,8,0,0,13,2.464,-1.142,2,0.926,3.016,0.835,0.996,1,1,0,0.3
Argentina,160,ARG,2,2002,31.951,8,0,0,13,2.464,-1.142,2,0.904,2.079,0.825,0.996,1,0,0,0.4
Argentina,160,ARG,2,2003,32.676,8,0,0,13,2.464,-1.142,2,0.904,1.859,0.81,0.996,0.667,1,0,0.2
Argentina,160,ARG,2,2004,34.531,8,0,0,13,1.935,-1.142,2,0.904,1.859,0.804,0.996,0.333,1,0,0.2
Argentina,160,ARG,2,2005,36.84,8,0,0,13,1.935,-1.142,2,0.904,1.859,0.801,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2006,39.149,8,0,0,13,1.935,-1.142,2,0.904,1.859,0.789,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2007,41.325,8,0,0,13,1.935,-1.142,2,0.904,1.859,0.784,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2008,42.784,8,0,0,13,1.631,-1.142,2,0.904,1.859,0.765,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2009,42.92,8,0,0,13,1.631,-1.142,2,0.904,1.859,0.764,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2010,44.854,8,0,0,13,1.299,-1.142,2,0.904,1.859,0.761,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2011,46.333,8,0,0,13,1.299,-1.142,2,0.903,1.859,0.762,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2012,46.477,8,0,0,13,1.299,-1.142,2,0.892,2.664,0.766,0.996,0.333,1,0.036,0.071
Argentina,160,ARG,2,2013,46.377,8,0,0,13,1.299,-1.142,2,0.883,1.879,0.774,0.996,0.333,1,0.042,0
Argentina,160,ARG,2,2014,45.363,8,0,0,13,1.299,-1.142,2,0.883,1.879,0.786,0.996,0.333,1,0.042,0
Argentina,160,ARG,2,2015,44.416,9,0,0,13,1.299,-1.142,2,0.839,1.879,0.776,0.996,0.333,1,0.042,0
Argentina,160,ARG,2,2016,43.719,9,0,0,13,1.616,-1.142,2,0.843,1.879,0.753,0.996,0,1,0.042,0
Argentina,160,ARG,2,2017,43.878,9,0,0,13,1.156,-1.142,2,0.794,1.879,0.754,0.996,0,1,0.042,0
Argentina,160,ARG,2,2018,43.409,9,0,0,13,1.156,-1.142,2,0.842,1.879,0.783,0.996,0,1,0.042,0
Argentina,160,ARG,2,2019,42.896,NA,0,0,13,1.156,-1.142,2,0.811,1.148,0.788,0.996,0,1,0.042,0
Argentina,160,ARG,2,2020,NA,NA,0,0,13,1.895,-1.142,2,0.9,2.069,0.805,0.996,0,1,0,0.042
Argentina,160,ARG,2,2021,NA,NA,0,0,13,1.895,-1.307,2,0.895,2.069,0.797,0.996,0,1,0,0.045
Argentina,160,ARG,2,2022,NA,NA,0,0,13,1.895,-0.017,2,0.823,1.568,0.832,0.996,0,1,0,0.05
Argentina,160,ARG,2,2023,NA,NA,0,0,13,1.895,-0.947,2,0.882,1.568,0.838,0.996,0,1,0,0
Argentina,160,ARG,2,2024,NA,NA,0,0,NA,0.874,-0.561,2,0.882,2.224,0.712,0.996,0.333,1,0,0
Venezuela,101,VEN,2,1990,24.534,9,0,0,2,1.875,-1.089,2,0.806,0.676,0.739,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1991,25.161,9,0,0,2,1.875,-1.089,2,0.806,0.683,0.743,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1992,25.735,8,0,2,2,1.875,0.288,2,0.806,1.34,0.733,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1993,25.529,8,0,0,2,1.875,-1.303,2,0.806,0.835,0.745,0.497,0.333,0,0.143,0
Venezuela,101,VEN,2,1994,25.041,8,0,0,2,1.875,-1.303,2,0.836,0.611,0.751,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1995,24.992,8,0,0,2,1.875,-1.728,2,0.836,0.611,0.751,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1996,24.836,8,0,0,2,1.875,-1.728,2,0.836,0.611,0.751,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1997,24.891,8,0,0,2,1.875,-1.728,2,0.836,0.611,0.749,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1998,24.5,8,0,0,2,1.993,-1.234,2,0.82,0.611,0.733,0.497,0.333,1,0.143,0
Venezuela,101,VEN,2,1999,24.095,7,0,0,2,0.963,-0.657,2,0.792,1.188,0.67,-0.026,0,1,0.071,0
Venezuela,101,VEN,2,2000,24.396,7,0,0,2,0.472,0.345,2,0.781,1.626,0.573,-1.023,0,1,0.143,0
Venezuela,101,VEN,2,2001,24.19,6,0,0,2,0.472,0.345,2,0.755,1.448,0.532,-1.023,0,1,0.143,0
Venezuela,101,VEN,2,2002,23.318,6,0,1,2,0.052,0.745,1,0.722,3.233,0.499,-1.023,0,1,0.143,0
Venezuela,101,VEN,2,2003,23.035,6,0,0,2,0.175,0.985,1,0.678,2.221,0.483,-1.023,0,1,0.143,0
Venezuela,101,VEN,2,2004,25.036,6,0,0,2,0.175,0.822,1,0.678,1.864,0.472,-1.023,0,1,0.143,0
Venezuela,101,VEN,2,2005,27.461,6,0,0,2,0.175,0.928,1,0.678,1.545,0.471,-1.023,0,1,0.194,0.028
Venezuela,101,VEN,2,2006,29.859,5,0,0,2,0.175,0.738,1,0.728,1.674,0.453,-1.023,0,1,0.167,0.028
Venezuela,101,VEN,2,2007,31.943,5,0,0,2,0.043,0.891,1,0.728,3.058,0.434,-1.023,0,1,0.139,0.028
Venezuela,101,VEN,2,2008,33.45,5,0,0,2,0.043,0.737,1,0.728,1.49,0.433,-1.023,0,1,0.139,0.028
Venezuela,101,VEN,2,2009,33.684,-3,0,0,2,0.043,0.979,1,0.71,1.699,0.43,-1.023,0,1,0.139,0.028
Venezuela,101,VEN,2,2010,34.341,-3,0,0,2,-0.313,1.344,1,0.704,1.771,0.42,-1.161,0,1,0.139,0.028
Venezuela,101,VEN,2,2011,35.194,-3,0,0,2,-0.366,1.667,1,0.704,1.405,0.414,-1.161,0,1,0.132,0.026
Venezuela,101,VEN,2,2012,35.77,-3,0,0,2,-0.424,1.856,1,0.678,1.92,0.401,-1.161,0,1,0.158,0.026
Venezuela,101,VEN,2,2013,35.708,4,0,0,2,-0.357,2.089,1,0.58,2.502,0.324,-1.161,0,1,0.333,0.067
Venezuela,101,VEN,2,2014,33.012,4,0,0,2,-0.379,2.285,1,0.5,3.784,0.31,-1.441,0,1,0.3,0.067
Venezuela,101,VEN,2,2015,28.863,4,0,0,2,-0.457,2.497,1,0.473,2.454,0.297,-1.441,0,1,0.333,0.067
Venezuela,101,VEN,2,2016,23.407,4,0,0,2,-0.554,2.81,1,0.521,2.857,0.292,-1.441,0,1,0.3,0.067
Venezuela,101,VEN,2,2017,18.213,-3,0,0,13,-0.734,3.067,1,0.339,3.721,0.232,-1.441,0,1,0.3,0.133
Venezuela,101,VEN,2,2018,14.944,-3,0,0,13,-0.819,2.966,1,0.248,1.993,0.215,-1.441,0,1,0.286,0.143
Venezuela,101,VEN,2,2019,12.79,NA,0,0,13,-0.85,2.333,1,0.169,1.605,0.208,-1.545,0,1,0.321,0.143
Venezuela,101,VEN,2,2020,NA,NA,0,0,13,-1.061,1.72,1,0.186,0.385,0.206,-1.504,0,1,0.25,0.107
Venezuela,101,VEN,2,2021,NA,NA,0,0,13,-1.004,1.585,1,0.18,0.115,0.215,-1.655,0,1,0.385,0.115
Venezuela,101,VEN,2,2022,NA,NA,0,0,13,-1.004,1.558,1,0.194,0.28,0.211,-1.655,0,1,0.346,0.154
Venezuela,101,VEN,2,2023,NA,NA,0,0,13,-1.036,1.558,1,0.19,0.456,0.207,-1.769,0,1,0.346,0.192
Venezuela,101,VEN,2,2024,NA,NA,0,0,NA,-1.508,2.642,1,0.19,1.508,0.197,-1.769,0,1,0.375,0.125
Nicaragua,93,NIC,2,1990,5.666,6,0,0,10,0.646,-0.54,2,0.838,-0.815,0.634,-0.195,0,1,0.2,0
Nicaragua,93,NIC,2,1991,5.525,6,0,0,10,1.557,-0.54,2,0.842,-0.815,0.69,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1992,5.428,6,0,0,10,1.557,-0.54,2,0.871,-0.815,0.691,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1993,5.381,6,0,0,10,1.773,-0.54,2,0.871,-0.815,0.694,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1994,5.502,6,0,0,10,1.773,-0.54,2,0.871,-0.815,0.693,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1995,5.684,8,0,0,10,1.773,-0.54,2,0.871,-1.535,0.692,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1996,5.881,8,0,0,10,1.773,-0.54,2,0.871,-1.535,0.682,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1997,6.054,8,0,0,10,1.773,-0.54,2,0.871,-1.535,0.635,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1998,6.244,8,0,0,10,1.773,-0.929,2,0.871,-1.535,0.635,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,1999,6.485,8,0,0,10,1.549,-0.929,2,0.871,-1.535,0.603,-0.195,0.333,1,0.1,0
Nicaragua,93,NIC,2,2000,6.659,8,0,0,10,1.549,-0.466,2,0.871,-1.177,0.589,-0.411,0.333,1,0.1,0
Nicaragua,93,NIC,2,2001,6.782,8,0,0,10,1.549,-0.466,2,0.871,-1.177,0.592,-0.411,0.333,1,0.1,0
Nicaragua,93,NIC,2,2002,6.849,8,0,0,10,1.549,-0.466,2,0.871,-0.818,0.613,-0.411,0.333,1,0.1,0
Nicaragua,93,NIC,2,2003,6.955,8,0,0,10,1.549,-0.466,2,0.871,-0.372,0.608,-0.411,0.333,1,0.1,0
Nicaragua,93,NIC,2,2004,7.153,8,0,0,10,1.549,-0.466,2,0.871,-0.372,0.608,-0.411,0.333,1,0.1,0
Nicaragua,93,NIC,2,2005,7.37,8,0,0,10,1.549,-0.466,2,0.871,-0.372,0.608,-0.411,0.333,1,0.115,0.038
Nicaragua,93,NIC,2,2006,7.584,8,0,0,10,0.899,-0.773,2,0.857,-0.893,0.56,-0.542,0,1,0.115,0.038
Nicaragua,93,NIC,2,2007,7.823,9,0,0,10,0.452,-0.442,1,0.824,-1.31,0.457,-0.542,0,1,0.154,0.038
Nicaragua,93,NIC,2,2008,7.997,9,0,0,10,0.266,-0.442,1,0.824,-1.31,0.445,-0.542,0,1,0.154,0.038
Nicaragua,93,NIC,2,2009,8.054,9,0,0,10,0.266,-0.442,1,0.824,-1.31,0.443,-0.542,0,1,0.154,0.038
Nicaragua,93,NIC,2,2010,8.245,9,0,0,10,0.266,-0.1,1,0.797,-0.694,0.436,-0.542,0,1,0.154,0.038
Nicaragua,93,NIC,2,2011,8.552,9,0,0,10,0.266,-0.1,1,0.769,-0.694,0.427,-1.007,0,1,0.154,0.038
Nicaragua,93,NIC,2,2012,8.86,9,0,0,10,0.038,-0.1,1,0.769,-0.694,0.369,-1.099,0,1,0.154,0.038
Nicaragua,93,NIC,2,2013,9.138,9,0,0,10,-0.164,-0.1,1,0.769,-0.253,0.323,-1.099,0,1,0.136,0.045
Nicaragua,93,NIC,2,2014,9.395,9,0,0,10,-0.456,-0.1,1,0.769,-0.253,0.321,-1.099,0,1,0.136,0.045
Nicaragua,93,NIC,2,2015,9.584,9,0,0,10,-0.456,-0.1,1,0.769,-0.457,0.321,-1.099,0,1,0.136,0.045
Nicaragua,93,NIC,2,2016,9.784,6,0,0,10,-0.456,-0.1,1,0.769,-0.36,0.309,-1.099,0,1,0.136,0.045
Nicaragua,93,NIC,2,2017,9.91,6,0,0,10,-0.538,-0.1,1,0.65,-0.583,0.283,-1.099,0,1,0.15,0.05
Nicaragua,93,NIC,2,2018,9.702,6,0,0,13,-1.888,2.193,1,0.16,2.492,0.223,-1.099,0,1,0.222,0.056
Nicaragua,93,NIC,2,2019,9.4,NA,0,0,13,-1.888,2.057,1,0.146,1.131,0.217,-1.099,0,1,0.222,0.056
Nicaragua,93,NIC,2,2020,NA,NA,0,0,13,-1.466,1.543,1,0.121,0.055,0.219,-1.185,0,1,0.188,0.062
Nicaragua,93,NIC,2,2021,NA,NA,0,0,13,-2.16,1.346,1,0.108,-1.263,0.198,-1.736,0,1,0.214,0.071
Nicaragua,93,NIC,2,2022,NA,NA,0,0,13,-3.171,1.314,1,0.108,-1.827,0.161,-1.648,0,1,0.214,0.071
Nicaragua,93,NIC,2,2023,NA,NA,0,0,13,-2.242,1.104,1,0.042,-2.221,0.159,-2.062,0,1,0.143,0
Nicaragua,93,NIC,2,2024,NA,NA,0,0,NA,-2.242,0.045,1,0.042,-3.209,0.153,-2.062,0,1,0.167,0.083
Chile,155,CHL,2,1990,22.534,8,0,0,13,2.985,-0.884,2,0.855,-0.629,0.723,1.304,0,1,0.2,0
Chile,155,CHL,2,1991,23.871,8,0,0,13,2.985,-0.884,2,0.94,-0.629,0.819,1.304,0,1,0.2,0
Chile,155,CHL,2,1992,25.612,8,0,0,13,2.985,-0.884,2,0.94,-0.629,0.819,1.304,0,1,0.2,0
Chile,155,CHL,2,1993,27.1,8,0,0,13,2.985,-1.041,2,0.94,-0.629,0.814,1.304,0,1,0.1,0
Chile,155,CHL,2,1994,28.59,8,0,0,13,2.985,-1.079,2,0.94,-0.629,0.853,1.304,0,1,0.1,0
Chile,155,CHL,2,1995,30.373,8,0,0,13,2.985,-1.079,2,0.94,-0.629,0.853,1.304,0,1,0.1,0
Chile,155,CHL,2,1996,31.88,8,0,0,13,2.985,-1.079,3,0.94,-0.629,0.853,1.304,0,1,0.1,0
Chile,155,CHL,2,1997,33.012,8,0,0,13,2.985,-1.079,3,0.94,-0.629,0.853,1.304,0,1,0.1,0
Chile,155,CHL,2,1998,33.492,8,0,0,13,2.985,-1.079,3,0.94,-0.629,0.853,1.304,0,1,0,0
Chile,155,CHL,2,1999,33.424,8,0,0,13,2.985,-1.079,3,0.94,-0.629,0.851,1.304,0,1,0,0
Chile,155,CHL,2,2000,33.991,9,0,0,13,2.985,-1.079,3,0.925,-0.629,0.879,1.304,0,1,0,0
Chile,155,CHL,2,2001,34.455,9,0,0,13,2.985,-1.079,3,0.925,-0.194,0.879,1.304,0,1,0,0
Chile,155,CHL,2,2002,35.139,9,0,0,13,2.985,-1.079,3,0.925,-0.194,0.879,1.304,0,1,0,0
Chile,155,CHL,2,2003,36.138,9,0,0,13,2.985,-1.079,3,0.925,-0.434,0.879,1.304,0,1,0,0
Chile,155,CHL,2,2004,37.851,9,0,0,13,2.985,-1.079,3,0.925,-0.434,0.879,1.304,0,1,0,0
Chile,155,CHL,2,2005,39.873,9,0,0,13,2.985,-1.079,3,0.925,-0.434,0.877,1.304,0,1,0,0
Chile,155,CHL,2,2006,42.102,10,0,0,13,2.985,-1.079,3,0.925,0.715,0.893,1.547,0,1,0,0
Chile,155,CHL,2,2007,43.603,10,0,0,13,2.985,-1.079,3,0.925,-0.249,0.893,1.547,0,1,0,0
Chile,155,CHL,2,2008,44.339,10,0,0,13,2.985,-1.079,3,0.925,-0.249,0.893,1.547,0,1,0,0
Chile,155,CHL,2,2009,44.891,10,0,0,13,2.985,-1.079,3,0.925,-0.249,0.887,1.547,0,1,0,0
Chile,155,CHL,2,2010,46.817,10,0,0,13,2.985,-1.079,3,0.925,-0.25,0.887,1.547,0,1,0,0
Chile,155,CHL,2,2011,48.834,10,0,0,13,2.767,-1.079,3,0.925,1.796,0.89,1.547,0,1,0,0
Chile,155,CHL,2,2012,50.497,10,0,0,13,2.767,-1.079,3,0.925,1.068,0.894,1.547,0,1,0,0
Chile,155,CHL,2,2013,51.633,10,0,0,13,2.421,-1.079,3,0.97,0.84,0.894,1.547,0,1,0,0
Chile,155,CHL,2,2014,51.977,10,0,0,13,2.421,-1.079,3,0.965,0.84,0.894,1.547,0,1,0,0
Chile,155,CHL,2,2015,51.875,10,0,0,13,2.714,-1.079,3,0.946,0.84,0.888,1.547,0,1,0,0
Chile,155,CHL,2,2016,51.965,10,0,0,13,2.714,-1.079,3,0.946,0.619,0.888,1.547,0,1,0,0
Chile,155,CHL,2,2017,52.417,10,0,0,13,2.714,-1.079,3,0.946,0.619,0.891,1.547,0,1,0,0
Chile,155,CHL,2,2018,52.906,10,0,0,13,1.814,-1.079,2,0.873,1.051,0.871,1.547,0,1,0,0
Chile,155,CHL,2,2019,53.121,NA,0,0,13,1.4,0.797,2,0.795,3.787,0.829,1.547,0,1,0,0
Chile,155,CHL,2,2020,NA,NA,0,0,13,1.673,0.581,2,0.831,0.357,0.835,1.547,0,1,0,0
Chile,155,CHL,2,2021,NA,NA,0,0,13,2.162,0.409,3,0.9,0.175,0.839,1.547,0,1,0,0
Chile,155,CHL,2,2022,NA,NA,0,0,13,1.839,-0.218,3,0.931,-0.276,0.838,1.547,0,1,0,0
Chile,155,CHL,2,2023,NA,NA,0,0,13,2.076,-1.147,3,0.931,-0.376,0.837,1.547,0,1,0,0
Chile,155,CHL,2,2024,NA,NA,0,0,NA,2.076,-1.014,3,0.931,0.128,0.844,1.547,0,1,0,0
Costa Rica,94,CRI,2,1990,18.898,10,0,0,13,2.414,-0.538,3,0.959,0.998,0.894,2.011,0,1,0,0
Costa Rica,94,CRI,2,1991,19.295,10,0,0,13,2.414,-2.216,3,0.972,0.998,0.895,2.011,0,1,0,0
Costa Rica,94,CRI,2,1992,20.151,10,0,0,13,2.414,-2.216,3,0.972,0.998,0.895,2.011,0,1,0,0
Costa Rica,94,CRI,2,1993,20.876,10,0,0,13,2.414,-2.216,3,0.972,0.998,0.895,2.011,0,1,0,0
Costa Rica,94,CRI,2,1994,21.381,10,0,0,13,2.414,-2.216,3,0.972,0.998,0.896,2.011,0,1,0,0
Costa Rica,94,CRI,2,1995,21.714,10,0,0,13,2.414,-2.216,3,0.972,1.559,0.896,2.011,0,1,0,0
Costa Rica,94,CRI,2,1996,21.807,10,0,0,13,2.414,-2.216,3,0.972,0.984,0.897,2.011,0,1,0,0
Costa Rica,94,CRI,2,1997,22.315,10,0,0,13,2.414,-2.216,3,0.972,0.984,0.897,2.011,0,1,0,0
Costa Rica,94,CRI,2,1998,22.997,10,0,0,13,2.414,-2.216,3,0.972,0.984,0.894,2.011,0,1,0,0
Costa Rica,94,CRI,2,1999,23.415,10,0,0,13,2.414,-2.216,3,0.972,0.984,0.894,2.011,0,1,0,0
Costa Rica,94,CRI,2,2000,23.792,10,0,0,13,2.414,-2.216,3,0.972,2.006,0.895,2.011,0,1,0,0
Costa Rica,94,CRI,2,2001,24.114,10,0,0,13,2.414,-2.216,3,0.975,0.967,0.895,2.011,0,1,0,0
Costa Rica,94,CRI,2,2002,24.472,10,0,0,13,2.414,-2.216,3,0.975,0.967,0.896,2.011,0,1,0,0
Costa Rica,94,CRI,2,2003,24.911,10,0,0,13,2.414,-2.216,3,0.975,0.967,0.896,2.011,0,1,0,0
